levelpath,head_huc12,outlet_huc12,trib_no_intersect,headwater_error,outlet_gnis,outlet_reachcode,head_gnis,head_reachcode
590043697,101303060409,101303060409,FALSE,FALSE, ,10130306001272,1253824,10130306000214
590073602,101303060501,101303060501,FALSE,FALSE, ,10130306000681,1258158,10130306000674
590055850,101303060502,101303060502,FALSE,FALSE,1253709,10130306000629,1253709,10130306000621
590036874,101303060503,101303060506,FALSE,FALSE,1255773,10130306000200,1255773,10130306000181
590068882,101303060505,101303060505,FALSE,FALSE,1266755,10130306001140,1266755,10130306001126
590025278,101303060601,101303060607,FALSE,FALSE,1266771,10130306000532,1266771,10130306000479
590042504,101303060605,101303060605,FALSE,FALSE,1266121,10130306000549,1266121,10130306000533
590034120,101303060704,101303060707,FALSE,FALSE,1257306,10130306000158,1257306,10130306000133
590039401,101303060801,101303060805,FALSE,FALSE, ,10130306002335, ,10130306000550
590068874,101303060803,101303060803,FALSE,FALSE, ,10130306000568, ,10130306000561
590051446,101303060901,101303060902,FALSE,FALSE,1256411,10130306000127,1256411,10130306000115
590073609,101303060904,101303060904,FALSE,FALSE, ,10130306002401, ,10130306002384
590039405,101303060905,101303060906,FALSE,FALSE,1257334,10130306000103,1257334,10130306000080
590035418,101303061001,101303061003,FALSE,FALSE, ,10130306002462,1266820,10130306000569
590051452,101303061002,101303061002,FALSE,FALSE, ,10130306002493, ,10130306002468
590046360,101303061005,101303061006,FALSE,FALSE,1266790,10130306002560,1266790,10130306000588
590061438,101303061101,101303061101,FALSE,FALSE, ,10130306000881, ,10130306000861
590032432,101303061102,101303061105,FALSE,FALSE,1256170,10130306002798,1256170,10130306000040
590079337,101303061103,101303061103,FALSE,FALSE, ,10130306000895, ,10130306000890
590025410,101303061301,101303061306,FALSE,FALSE,1266920,10130306014153,1266920,10130306014112
590076853,101303061303,101303061303,FALSE,FALSE, ,10130306014338, ,10130306014325
590060176,101303061305,101303061305,FALSE,FALSE,1256081,10130306014161,1256081,10130306014154
590049574,101303061404,101303061404,FALSE,FALSE,1258741,10130306000775,1258741,10130306000006
590047262,101303061405,101303061406,FALSE,FALSE,1255412,10130306014191, ,10130306014431
590030983,101401010101,101401010104,FALSE,FALSE,1265109,10140101001622, ,10140101003285
590068754,101401010102,101401010102,FALSE,FALSE,1258557,10140101000254,1258557,10140101000248
590028593,101401010201,101401010206,FALSE,FALSE,1265154,10140101000200, ,10140101003339
590036100,101401010204,101401010205,FALSE,FALSE,1258171,10140101000173,1258171,10140101000157
590000330,101401010303,101401010303,FALSE,FALSE,1254782,10140101000211, ,10140101001581
590028954,101401010402,101401010406,FALSE,FALSE,1265150,10140101000287, ,10140101003410
590055782,101401010401,101401010401,FALSE,FALSE,1265379,10140101000806,1265379,10140101000795
590068750,101401010403,101401010403,FALSE,FALSE, ,10140101000856, ,10140101000844
590053462,101401010405,101401010405,FALSE,FALSE, ,10140101000890, ,10140101000454
590058348,101401010502,101401010502,FALSE,FALSE,1265264,10140101000152, ,10140101003415
590043652,101401010506,101401010506,FALSE,FALSE,1265167,10140101000722, ,10140101003489
590053452,101401010601,101401010601,FALSE,FALSE,1265377,10140101000131, ,10140101003088
590042469,101401010602,101401010603,FALSE,FALSE,1254217,10140101001350, ,10140101003104
590036096,101401010604,101401010605,FALSE,FALSE,1265418,10140101000108, ,10140101003110
590041364,101401010801,101401010805,FALSE,FALSE, ,10140101000064, ,10140101003131
590055764,101401010901,101401010904,FALSE,FALSE, ,10140101001538, ,10140101003141
590068724,101401010902,101401010902,FALSE,FALSE,1256745,10140101000305,1256745,10140101000301
590126416,101401010903,101401010903,FALSE,FALSE, ,10140101000701, ,10140101000699
590031910,101401011001,101401011008,FALSE,FALSE,1265136,10140101000351, ,10140101003165
590073409,101401011002,101401011002,FALSE,FALSE,1256205,10140101000356,1256205,10140101000352
590053449,101401011004,101401011005,FALSE,FALSE,1258876,10140101000657,1258876,10140101000327
590058345,101401011104,101401011104,FALSE,FALSE,1265412,10140101000360, ,10140101003168
590156036,101401011202,101401011202,FALSE,FALSE, ,10140101001469, ,10140101001467
590031909,101401011203,101401011308,FALSE,FALSE, ,10140101001465, ,10140101003233
590155986,101401011307,101401011307,FALSE,FALSE,1254265,10140101000047,1254265,10140101000046
590079081,101401011207,101401011207,FALSE,FALSE,1254842,10140101000038,1254842,10140101001631
590126353,101401011208,101401011208,FALSE,FALSE, ,10140101001459, ,10140101001457
590227404,101401011209,101401011209,FALSE,FALSE,1258118,10140101000453,1258118,10140101000453
590155987,101401011304,101401011304,FALSE,FALSE, ,10140101001472, ,10140101001471
590107967,101401011306,101401011306,FALSE,FALSE, ,10140101001453, ,10140101001447
590058337,101401011401,101401011401,FALSE,FALSE,1255069,10140101000365, ,10140101003199
590061307,101401011402,101401011403,FALSE,FALSE,1265275,10140101000614, ,10140101003204
590064692,101401011405,101401011406,FALSE,FALSE,1258141,10140101000051, ,10140101003219
590036842,101401011501,101401011508,FALSE,FALSE,1258193,10140101000400, ,10140101003248
590055757,101401011505,101401011505,FALSE,FALSE,1254171,10140101000415,1254171,10140101000411
590107978,101401011503,101401011503,FALSE,FALSE,1257029,10140101000410,1257029,10140101000407
590047843,101401011506,101401011507,FALSE,FALSE,1256752,10140101000383,1256752,10140101000372
590055756,101401011601,101401011604,FALSE,FALSE, ,10140101000013, ,10140101003260
590056665,101401011701,101401011706,FALSE,FALSE, ,10140101000020, ,10140101020656
590155967,101401011703,101401011703,FALSE,FALSE, ,10140101001529, ,10140101003062
590155965,101401011704,101401011704,FALSE,FALSE, ,10140101001528, ,10140101003057
590113389,101401011705,101401011705,FALSE,FALSE, ,10140101001525, ,10140101003513
590126341,101401011801,101401011801,FALSE,FALSE, ,10140101000417, ,10140101003259
590068706,101401011803,101401011803,FALSE,FALSE, ,10140101001609, ,10140101003265
590053445,101401011805,101401011805,FALSE,FALSE,1255198,10140101001501, ,10140101003276
590038926,101401020102,101401020102,FALSE,FALSE,1261267,10140102002833,1261267,10140102000658
590039867,101401020101,101401020101,FALSE,FALSE,1261914,10140102003970,1261914,10140102000659
590015300,101401020103,101401022008,FALSE,FALSE,1262709,10140102002780,1265114,10140102000003
590047103,101401022004,101401022004,FALSE,FALSE,1253707,10140102001360,1253707,10140102000070
590038058,101401021107,101401021107,FALSE,FALSE,1258175,10140102000873,1258175,10140102000854
590045642,101401020104,101401020104,FALSE,FALSE,1261263,10140102002875,1261263,10140102000668
590034408,101401020201,101401020203,FALSE,FALSE, ,10140102003916,1266840,10140102004002
590071115,101401020202,101401020202,FALSE,FALSE,1265974,10140102001225,1265974,10140102002631
590026878,101401020204,101401020207,FALSE,FALSE,1261495,10140102000609,1261495,10140102000551
590043075,101401020206,101401020206,FALSE,FALSE,1266849,10140102000568,1266849,10140102000555
590050473,101401020205,101401020205,FALSE,FALSE, ,10140102002618, ,10140102002589
590057056,101401020301,101401020301,FALSE,FALSE,1261966,10140102000693,1261966,10140102000685
590045645,101401020303,101401020303,FALSE,FALSE,1266800,10140102000549,1266800,10140102000535
590044303,101401020401,101401020401,FALSE,FALSE,1266759,10140102002428,1266759,10140102002405
590048715,101401020402,101401020402,FALSE,FALSE, ,10140102002394, ,10140102001060
590028779,101401020403,101401020406,FALSE,FALSE,1266876,10140102000523,1266876,10140102000479
590043087,101401020404,101401020404,FALSE,FALSE,1267014,10140102002350,1267014,10140102002335
590043082,101401020405,101401020405,FALSE,FALSE,1266860,10140102000496,1266860,10140102000480
590027487,101401020501,101401020504,FALSE,FALSE, ,10140102000729,1262704,10140102000694
590057053,101401020502,101401020502,FALSE,FALSE,1261694,10140102001085,1261694,10140102001076
590045643,101401020503,101401020503,FALSE,FALSE,1261339,10140102001048,1261339,10140102001035
590035059,101401020601,101401020602,FALSE,FALSE,1266823,10140102000470,1266823,10140102000451
590052463,101401020603,101401020603,FALSE,FALSE,1266936,10140102002217,1266936,10140102002208
590038930,101401020604,101401020604,FALSE,FALSE,1266858,10140102000449,1266858,10140102000429
590029911,101401020701,101401020703,FALSE,FALSE,1255748,10140102000783,1255748,10140102000730
590041937,101401020702,101401020702,FALSE,FALSE,1258174,10140102000752, ,10140102000734
590030750,101401020801,101401020801,FALSE,FALSE,1266782,10140102003932,1266782,10140102000390
590044306,101401020802,101401020802,FALSE,FALSE,1266940,10140102002086,1266940,10140102000372
590050486,101401020803,101401020803,FALSE,FALSE, ,10140102002059, ,10140102001118
590026605,101401020901,101401020904,FALSE,FALSE, ,10140102003284,1254049,10140102000784
590057057,101401020903,101401020903,FALSE,FALSE, ,10140102003311, ,10140102003301
590050471,101401020902,101401020902,FALSE,FALSE, ,10140102003256, ,10140102000823
590031141,101401021002,101401021005,FALSE,FALSE, ,10140102003936, ,10140102034238
590044312,101401021001,101401021001,FALSE,FALSE, ,10140102003935, ,10140102000332
590041942,101401021004,101401021004,FALSE,FALSE,1265895,10140102003899,1265895,10140102000303
590059863,101401021101,101401021101,FALSE,FALSE, ,10140102002043, ,10140102000358
590101443,101401021102,101401021102,FALSE,FALSE, ,10140102002032, ,10140102002022
590041938,101401021104,101401021104,FALSE,FALSE,1253706,10140102003343,1253706,10140102000833
590071084,101401021105,101401021105,FALSE,FALSE,1266850,10140102001097,1266850,10140102000291
590052465,101401021106,101401021106,FALSE,FALSE,1266848,10140102001858,1266848,10140102001087
590025390,101401021201,101401021205,FALSE,FALSE,1254757,10140102000920,1254757,10140102000874
590050477,101401021204,101401021204,FALSE,FALSE, ,10140102000938, ,10140102000928
590066690,101401021202,101401021202,FALSE,FALSE, ,10140102003512, ,10140102000921
590029514,101401021301,101401021303,FALSE,FALSE,1258955,10140102003631,1258955,10140102000939
590045649,101401021302,101401021302,FALSE,FALSE,1254822,10140102000983,1254822,10140102000973
590034411,101401021401,101401021402,FALSE,FALSE,1266778,10140102001827,1266778,10140102000256
590032157,101401021501,101401021504,FALSE,FALSE,1266008,10140102001590, ,10140102000165
590045668,101401021502,101401021502,FALSE,FALSE,1266368,10140102003910, ,10140102000173
590052445,101401021503,101401021503,FALSE,FALSE, ,10140102001543, ,10140102001522
590047119,101401021601,101401021601,FALSE,FALSE,1266788,10140102000220,1266788,10140102000210
590026603,101401021602,101401021605,FALSE,FALSE,1266890,10140102001679,1266890,10140102000136
590044299,101401021604,101401021604,FALSE,FALSE,1265886,10140102000155,1265886,10140102000141
590035738,101401021701,101401021703,FALSE,FALSE,1266842,10140102000122,1266842,10140102000096
590059851,101401021702,101401021702,FALSE,FALSE, ,10140102001396, ,10140102001380
590041933,101401021801,101401021803,FALSE,FALSE,1265192,10140102001026, ,10140102001002
590044298,101401021804,101401021804,FALSE,FALSE,1265414,10140102003764,1265414,10140102001004
590063029,101401021802,101401021802,FALSE,FALSE, ,10140102003787, ,10140102003769
590039871,101401021805,101401021805,FALSE,FALSE,1265411,10140102003831,1265411,10140102001000
590032158,101401021901,101401021903,FALSE,FALSE,1266938,10140102000048,1266938,10140102000011
590045650,101401022001,101401022001,FALSE,FALSE,1255519,10140102000999,1255519,10140102000984
590071050,101401022005,101401022005,FALSE,FALSE, ,10140102001034, ,10140102001027
590063034,101401022007,101401022007,FALSE,FALSE,1254783,10140102001075,1254783,10140102001069
590020108,101401030101,101401030407,FALSE,FALSE,1256418,10140103000131, ,10140101003300
590064742,101401030207,101401030208,FALSE,FALSE, ,10140103000083, ,10140103000075
590047857,101401030210,101401030210,FALSE,FALSE, ,10140103000466, ,10140103000132
590070298,101401030209,101401030209,FALSE,FALSE, ,10140103000318, ,10140103000314
590025968,101401030301,101401030304,FALSE,FALSE,1258187,10140103000066,1258187,10140103000022
590040343,101401030401,101401030403,FALSE,FALSE, ,10140103000410, ,10140103000138
590061349,101401030402,101401030402,FALSE,FALSE, ,10140103000421, ,10140103000419
590020713,101401040101,101401040310,FALSE,FALSE,1266859,10140104000558, ,10140101003450
590047862,101401040308,101401040308,FALSE,FALSE,1253737,10140104000556,1253737,10140104000006
590126629,101401040306,101401040306,FALSE,FALSE, ,10140104000513, ,10140104000511
590053471,101401040207,101401040207,FALSE,FALSE,1266873,10140104000261,1266873,10140104000055
590108150,101401040206,101401040206,FALSE,FALSE, ,10140104000492, ,10140104000489
590058379,101401040104,101401040105,FALSE,FALSE,1256749,10140104000544,1256749,10140104000125
590064751,101401040106,101401040106,FALSE,FALSE, ,10140104000358, ,10140104000352
590040345,101401040201,101401040204,FALSE,FALSE,1266912,10140104000547,1266912,10140104000072
590055793,101401040203,101401040203,FALSE,FALSE, ,10140104000284, ,10140104000075
590058381,101401040202,101401040202,FALSE,FALSE, ,10140104000332, ,10140104000315
590055790,101401040302,101401040302,FALSE,FALSE, ,10140104000048, ,10140104000039
590064748,101401040304,101401040304,FALSE,FALSE, ,10140104000224, ,10140104000567
590086291,101401040307,101401040307,FALSE,FALSE, ,10140104000517, ,10140104000515
590019512,101401050101,101401050507,FALSE,FALSE, ,10140105000621, ,10140105008306
590047620,101401050106,101401050107,FALSE,FALSE, ,10140105000256, ,10140105000081
590150838,101401050104,101401050104,FALSE,FALSE, ,10140105000665, ,10140105000663
590051112,101401050103,101401050103,FALSE,FALSE, ,10140105000648, ,10140105000630
590025461,101401050201,101401050306,FALSE,FALSE,1265200,10140105000159,1265200,10140105000104
590064183,101401050203,101401050203,FALSE,FALSE, ,10140105000815, ,10140105000800
590055414,101401050202,101401050202,FALSE,FALSE, ,10140105000228, ,10140105000160
590041210,101401050205,101401050205,FALSE,FALSE, ,10140105000832, ,10140105000842
590043472,101401050301,101401050302,FALSE,FALSE, ,10140105000744, ,10140105000120
590030906,101401050303,101401050304,FALSE,FALSE,1258895,10140105000222,1258895,10140105000187
590025232,101401050401,101401050410,FALSE,FALSE, ,10140105000377,1258123,10140105000004
590042296,101401050403,101401050403,FALSE,FALSE,1254844,10140105002335,1254844,10140105000019
590085013,101401050406,101401050406,FALSE,FALSE, ,10140105000016, ,10140105000014
590085014,101401050408,101401050408,FALSE,FALSE, ,10140105000305, ,10140105000303
590055405,101401050501,101401050501,FALSE,FALSE, ,10140105000529, ,10140105000509
590055404,101401050502,101401050502,FALSE,FALSE, ,10140105000504, ,10140105000474
590057939,101401050503,101401050503,FALSE,FALSE, ,10140105000473, ,10140105000435
590150728,101401050505,101401050505,FALSE,FALSE, ,10140105000432, ,10140105000431
590011506,101402010101,101402041205,FALSE,FALSE,1267248,10140201000413, ,10140101003153
590086348,101402041004,101402041004,FALSE,FALSE,1254612,10140204000018,1254612,10140204000016
590038089,101402020801,101402020801,FALSE,FALSE,1267204,10140202000284,1267204,10140202000264
590071192,101402012102,101402012102,FALSE,FALSE, ,10140201003627, ,10140201003609
590076393,101402012101,101402012101,FALSE,FALSE,1262488,10140201001043,1262488,10140201001037
590063116,101402011801,101402011801,FALSE,FALSE,1254849,10140201000116,1254849,10140201000108
590050527,101402011405,101402011405,FALSE,FALSE,1254846,10140201000951,1259011,10140201000147
590048742,101402011402,101402011402,FALSE,FALSE,1261424,10140201004005,1261424,10140201000162
590044324,101402011401,101402011401,FALSE,FALSE, ,10140201000191, ,10140201000175
590050513,101402010805,101402010805,FALSE,FALSE, ,10140201002138,826946,10140201002119
590045436,101402010802,101402010802,FALSE,FALSE,830990,10140201004374, ,10140201002156
590066792,101402010801,101402010801,FALSE,FALSE,827550,10140201000346, ,10140201000340
590139954,101402010105,101402010105,FALSE,FALSE, ,10140201002250,835542,10140201002249
590076326,101402010106,101402010107,FALSE,FALSE,835667,10140201000399,835667,10140201000395
590101574,101402010201,101402010201,FALSE,FALSE,835513,10140201000890,835513,10140201000888
590059902,101402010202,101402010202,FALSE,FALSE, ,10140201002253, ,10140201000414
590090816,101402010204,101402010206,FALSE,FALSE,835607,10140201000387,835607,10140201000380
590185054,101402010205,101402010205,FALSE,FALSE,835673,10140201000918,835673,10140201000918
590101572,101402010301,101402010301,FALSE,FALSE,835544,10140201000902,835544,10140201000900
590054659,101402010302,101402010304,FALSE,FALSE,835504,10140201000374,835504,10140201000364
590076328,101402010303,101402010303,FALSE,FALSE,835551,10140201000907,835551,10140201000903
590057116,101402010401,101402010405,FALSE,FALSE,835611,10140201000358,835611,10140201000350
590139967,101402010404,101402010404,FALSE,FALSE,827768,10140201000892,827768,10140201000891
590101581,101402010403,101402010403,FALSE,FALSE,832057,10140201002200,832057,10140201002199
590101580,101402010402,101402010402,FALSE,FALSE,831242,10140201000912,831242,10140201000911
590082679,101402010501,101402010501,FALSE,FALSE, ,10140201000429,835491,10140201000425
590082680,101402010502,101402010502,FALSE,FALSE,835600,10140201000434,835600,10140201000432
590139945,101402010504,101402010504,FALSE,FALSE,835695,10140201000919,835695,10140201000919
590090817,101402010505,101402010505,FALSE,FALSE,835541,10140201000437,835541,10140201000435
590054658,101402010506,101402010506,FALSE,FALSE,835930,10140201000444,835930,10140201000438
590044318,101402010601,101402010601,FALSE,FALSE, ,10140201000483, ,10140201000467
590038067,101402010602,101402010603,FALSE,FALSE,835925,10140201000466,835512,10140201000445
590036469,101402010701,101402010702,FALSE,FALSE,827248,10140201000509,827248,10140201000484
590052484,101402010804,101402010804,FALSE,FALSE, ,10140201002429, ,10140201002396
590036473,101402010901,101402010901,FALSE,FALSE, ,10140201001185, ,10140201000510
590052494,101402010903,101402010903,FALSE,FALSE,1255813,10140201000986,1255813,10140201000973
590030324,101402011001,101402011003,FALSE,FALSE,1262432,10140201003988,1262432,10140201000263
590023152,101402011102,101402011205,FALSE,FALSE,1258954,10140201000601,1258954,10140201000526
590048732,101402011101,101402011101,FALSE,FALSE, ,10140201002792, ,10140201002761
590052547,101500031104,101500031104,FALSE,FALSE, ,10150003000973, ,10150003000949
590041952,101402011104,101402011105,FALSE,FALSE,830621,10140201000619,830621,10140201000602
590047128,101402011106,101402011106,FALSE,FALSE,828447,10140201000573, ,10140201000557
590048738,101402011201,101402011202,FALSE,FALSE,1258209,10140201001036,1259058,10140201000620
590236718,101402011301,101402011301,FALSE,FALSE, ,10120106000960, ,10120106000960
590059928,101402011302,101402011302,FALSE,FALSE,1266697,10140201003992, ,10140201001766
590025858,101402011303,101402011306,FALSE,FALSE,1262143,10140201001006,1261293,10140201000194
590038946,101402011304,101402011305,FALSE,FALSE, ,10140201001904, ,10140201000241
590063111,101402011406,101402011406,FALSE,FALSE, ,10140201003050, ,10140201003015
590047137,101402011407,101402011407,FALSE,FALSE,1258903,10140201000137,1258903,10140201000123
590034423,101402011501,101402011503,FALSE,FALSE,1255338,10140201000660,1255338,10140201000632
590082704,101402011601,101402011601,FALSE,FALSE, ,10140201003271, ,10140201003264
590023000,101402011602,101402011608,FALSE,FALSE,1265421,10140201000731,1265421,10140201000661
590052495,101402011604,101402011604,FALSE,FALSE,1255017,10140201000965,1255017,10140201000952
590054666,101402011606,101402011606,FALSE,FALSE,1258961,10140201000696,1258961,10140201000684
590026886,101402011701,101402011705,FALSE,FALSE,1257180,10140201000781,1257180,10140201000742
590059923,101402011803,101402011803,FALSE,FALSE, ,10140201001473, ,10140201001441
590038952,101402011901,101402011903,FALSE,FALSE,1254480,10140201003995,1254480,10140201000052
590050534,101402011902,101402011902,FALSE,FALSE,1262141,10140201000069,1262141,10140201000057
590035748,101402012001,101402012002,FALSE,FALSE,1267226,10140201000856, ,10140201004411
590027493,101402012003,101402012008,FALSE,FALSE,1256424,10140201000838,1256424,10140201000782
590034425,101402012004,101402012006,FALSE,FALSE,1253643,10140201000822,1253643,10140201000797
590076394,101402012104,101402012104,FALSE,FALSE,1262732,10140201001332,1262732,10140201001326
590057140,101402012105,101402012105,FALSE,FALSE,1261271,10140201001320,1261271,10140201000033
590032688,101402012201,101402012202,FALSE,FALSE,1267240,10140201000887,1267240,10140201000857
590054681,101402012301,101402012302,FALSE,FALSE,1261391,10140201000025,1261391,10140201000011
590050557,101402020101,101402020102,FALSE,FALSE, ,10140202001190, ,10140202000106
590076465,101402020104,101402020104,FALSE,FALSE, ,10140202001241, ,10140202003051
590031684,101402020201,101402020204,FALSE,FALSE,1267235,10140202000139,1267235,10140202000109
590021251,101402020301,101402020505,FALSE,FALSE,1267191,10140202000243,1267191,10140202000140
590054688,101402020501,101402020501,FALSE,FALSE, ,10140202001508, ,10140202001489
590041965,101402020304,101402020305,FALSE,FALSE,1258257,10140202000691,1258257,10140202000673
590034431,101402020401,101402020401,FALSE,FALSE,1267197,10140202002973,1267197,10140202000159
590033816,101402020402,101402020403,FALSE,FALSE,1267246,10140202001379,1267246,10140202000158
590071248,101402020601,101402020601,FALSE,FALSE, ,10140202001094, ,10140202001073
590066876,101402020603,101402020603,FALSE,FALSE,1267223,10140202000638,1267223,10140202000630
590037266,101402020701,101402020703,FALSE,FALSE,1267210,10140202001702,1267210,10140202000244
590041978,101402020802,101402020802,FALSE,FALSE,1267222,10140202000300,1267222,10140202000285
590059961,101402020804,101402020804,FALSE,FALSE,1267212,10140202000625,1267212,10140202000616
590041980,101402020806,101402020807,FALSE,FALSE, ,10140202001832, ,10140202001782
590023476,101402020901,101402021007,FALSE,FALSE,1267227,10140202000386,1267227,10140202000301
590032691,101402021001,101402021004,FALSE,FALSE,1266723,10140202002030,1266723,10140202000330
590033245,101402021002,101402021003,FALSE,FALSE,1267244,10140202001964,1267244,10140202000331
590037267,101402021101,101402021102,FALSE,FALSE,1267239,10140202000412,1267239,10140202000387
590024173,101402021201,101402021207,FALSE,FALSE,1267192,10140202000487,1267192,10140202000413
590045697,101402021203,101402021203,FALSE,FALSE, ,10140202002409, ,10140202002370
590039904,101402021204,101402021204,FALSE,FALSE,1267198,10140202000462,1267198,10140202000442
590026102,101402021301,101402021304,FALSE,FALSE,1266787,10140202000577,1266787,10140202000535
590059946,101402021302,101402021302,FALSE,FALSE, ,10140202002865, ,10140202002848
590047161,101402021401,101402021401,FALSE,FALSE,1256061,10140202000501,1256061,10140202000488
590040910,101402021402,101402021402,FALSE,FALSE, ,10140202002643,1257521,10140202000502
590039901,101402021405,101402021405,FALSE,FALSE, ,10140202002702,1265343,10140202000514
590015956,101402030103,101402030607,FALSE,FALSE,1265754,10140203001041,1265754,10140203001514
590056835,101402030406,101402030406,FALSE,FALSE,1258152,10140203000318,1258152,10140203000308
590035003,101402030310,101402030310,FALSE,FALSE,1258251,10140203000299,1258251,10140203000296
590136538,101402030302,101402030302,FALSE,FALSE,1266733,10140203000295,1266733,10140203000294
590026076,101402030204,101402030208,FALSE,FALSE,1266839,10140203000293,1266839,10140203000272
590114656,101402030205,101402030205,FALSE,FALSE,1266747,10140203001121,1266747,10140203001121
590046980,101402030206,101402030206,FALSE,FALSE, ,10140203001100, ,10140203002157
590054423,101402030305,101402030306,FALSE,FALSE,1254426,10140203000913,1254426,10140203000383
590062733,101402030403,101402030403,FALSE,FALSE,1253802,10140203000371,1253802,10140203000364
590054414,101402030405,101402030405,FALSE,FALSE, ,10140203001203,1257475,10140203000301
590040787,101402030408,101402030408,FALSE,FALSE,1257824,10140203000830,1257824,10140203000820
590028399,101402030501,101402030506,FALSE,FALSE,1254585,10140203000175,1254585,10140203000110
590046983,101402030502,101402030502,FALSE,FALSE,1257036,10140203000754,1257036,10140203000149
590066376,101402030503,101402030503,FALSE,FALSE,1256302,10140203000743, ,10140203000732
590033749,101402030504,101402030505,FALSE,FALSE,1254360,10140203001548,1255348,10140203000122
590044195,101402030601,101402030601,FALSE,FALSE,1256174,10140203001281,1256174,10140203000319
590038860,101402030603,101402030603,FALSE,FALSE, ,10140203001349, ,10140203000346
590037991,101402030604,101402030604,FALSE,FALSE,1255653,10140203000345,1255653,10140203000334
590026856,101402030701,101402030703,FALSE,FALSE,1265303,10140203000549,1265321,10140203000030
590040794,101402030702,101402030702,FALSE,FALSE,1265380,10140203000082,1265380,10140203000065
590039390,101402040101,101402040101,FALSE,FALSE,1255654,10140204001900,1255654,10140204000141
590044945,101402040102,101402040102,FALSE,FALSE,1258897,10140204000548,1255472,10140204000126
590055818,101402040105,101402040105,FALSE,FALSE,1255899,10140204000517,1255899,10140204000507
590024256,101402040201,101402040205,FALSE,FALSE,1266935,10140204001920,1266935,10140204000166
590047875,101402040203,101402040203,FALSE,FALSE, ,10140204001910, ,10140204000194
590042489,101402040301,101402040301,FALSE,FALSE,1254138,10140204000110,1254138,10140204000090
590073520,101402040303,101402040303,FALSE,FALSE,1258307,10140204000081,1258307,10140204000075
590064783,101402040304,101402040304,FALSE,FALSE,1266854,10140204000250,1266854,10140204000242
590055813,101402040305,101402040305,FALSE,FALSE,1259007,10140204000065,1259007,10140204000054
590022257,101402040401,101402040505,FALSE,FALSE,1266879,10140204001135,1266879,10140204000251
590044940,101402040402,101402040403,FALSE,FALSE,1265969,10140204001196,1266932,10140204000316
590037650,101402040404,101402040404,FALSE,FALSE,1265931,10140204000340,1265931,10140204000327
590033513,101402040501,101402040503,FALSE,FALSE, ,10140204001037, ,10140204000958
590051416,101402040502,101402040502,FALSE,FALSE, ,10140204001074, ,10140204001055
590024445,101402040601,101402040605,FALSE,FALSE,1266927,10140204000407,1266786,10140204000341
590036859,101402040604,101402040604,FALSE,FALSE, ,10140204000380, ,10140204000364
590047868,101402040602,101402040602,FALSE,FALSE, ,10140204000818, ,10140204000408
590061379,101402040701,101402040701,FALSE,FALSE,1265371,10140204000051,1265371,10140204000043
590055812,101402040703,101402040704,FALSE,FALSE,1266865,10140204000037,1266865,10140204000026
590029717,101402040801,101402040807,FALSE,FALSE,1267053,10140204000461,1267053,10140204000420
590228544,101402040802,101402040802,FALSE,FALSE, ,10140204000464, ,10140204000464
590046334,101402040804,101402040804,FALSE,FALSE,1266830,10140204000450,1266830,10140204000444
590036855,101402040806,101402040806,FALSE,FALSE, ,10140204000441, ,10140204001928
590228542,101402040901,101402040901,FALSE,FALSE,1266270,10140204000625,1266270,10140204000625
590040350,101402040902,101402040905,FALSE,FALSE,1266882,10140204000482,1266882,10140204000465
590108273,101402040904,101402040904,FALSE,FALSE, ,10140204000619, ,10140204000617
590049546,101402041001,101402041001,FALSE,FALSE,1266864,10140204000539,1266864,10140204000533
590051413,101402041101,101402041103,FALSE,FALSE, ,10140204001873, ,10140204000483
590095601,101402041201,101402041201,FALSE,FALSE,1253947,10140204001875,1253947,10140204000494
590095597,101402041203,101402041203,FALSE,FALSE,1257301,10140204000008,1257301,10140204000006
590226488,101500010101,101500010101,FALSE,FALSE, ,10150001000146, ,10150001000146
590126113,101500010102,101500010102,FALSE,FALSE, ,10150001000075, ,10150001000073
590023227,101500010103,101500010305,FALSE,FALSE,832302,10150001000072,832302,10170101023727
590086075,101500010302,101500010302,FALSE,FALSE,834664,10150001000015,834664,10150001000012
590095260,101500010108,101500010108,FALSE,FALSE,1253981,10150001000094,1253981,10150001000092
590086082,101500010105,101500010105,FALSE,FALSE,1256345,10150001000079,1256345,10150001000076
590068656,101500010106,101500010106,FALSE,FALSE,1256626,10150001000166,1256626,10150001000160
590079003,101500010201,101500010201,FALSE,FALSE, ,10150001000125, ,10150001000124
590107794,101500010203,101500010203,FALSE,FALSE, ,10150001000123, ,10150001000121
590086076,101500010205,101500010205,FALSE,FALSE,833680,10150001000091,833680,10150001000086
590107791,101500010206,101500010206,FALSE,FALSE,827249,10150001000082,827249,10150001000080
590107790,101500010301,101500010301,FALSE,FALSE,828475,10150001000219,828475,10150001000218
590001226,101500020101,101500071006,FALSE,FALSE,835960,10150002000117,835960,10170101023719
590091118,101500041508,101500041508,FALSE,FALSE,831922,10150004000970,831922,10150004000969
590054733,101500041505,101500041505,FALSE,FALSE, ,10150004000315, ,10150004000304
590101981,101500041503,101500041503,FALSE,FALSE,834765,10150004000386,834765,10150004000384
590117442,101500040403,101500040403,FALSE,FALSE, ,10150004000706, ,10150004000702
590082913,101500031404,101500031404,FALSE,FALSE,835969,10150003000589,835969,10150003000589
590066904,101500031205,101500031205,FALSE,FALSE, ,10150003000273,828659,10150003000272
